Sent_no;Original sentence;Comments;Canonical form;gold2 (LCO);General order of re-inspection;FCR;Gapping;FG;BCR;SGF;Sentence Length
s29030;Sein jovialer Vorgänger Jacques Santer wirkte eher im Stillen , war darum bemüht , nirgends anzuecken . ;;Sein jovialer Vorgänger Jacques Santer wirkte eher im Stillen , sein_f jovialer_f Vorgänger_f Jacques_f Santer_f war darum bemüht , nirgends anzuecken . ;Sein jovialer Vorgänger Jacques Santer wirkte eher im Stillen , war darum bemüht , nirgends anzuecken . ;;1;0;0;0;0;17
s37723;Sein Konzern will 3D-Software von Intervista lizenzieren , in den eigenen Internet-Browser einbauen und das Produkt dann als Referenzmodell der Wörml-Gemeinde zur Verfügung stellen . ;LDG MAIN;Sein Konzern will 3D-Software von Intervista lizenzieren , sein_fg Konzern_fg will_fg 3D-Software_fg von_fg Intervista_fg in den eigenen Internet-Browser einbauen und sein_fg Konzern_fg will_fg das Produkt dann als Referenzmodell der Wörml-Gemeinde zur Verfügung stellen . ;;;0;0;1;0;0;25
s14977;Sein Präsidentengehalt läge auf einem besonderen Konto und sei für soziale Zwecke bestimmt , fügte er hinzu . ;;Sein Präsidentengehalt läge auf einem besonderen Konto und sein_f Präsidentengehalt_f  sei für soziale Zwecke bestimmt , fügte er hinzu . ;Sein Präsidentengehalt läge auf einem besonderen Konto und sei für soziale Zwecke bestimmt , fügte er hinzu . ;;1;0;0;0;0;18
s13956;sein Regiment aber ist nicht stilbildend und stiftet keine Nachfolge . '' ;;sein Regiment aber ist nicht stilbildend und sein_f Regiment_f aber_f stiftet keine Nachfolge . '' ;sein Regiment aber ist nicht stilbildend und stiftet keine Nachfolge . '' ;;1;0;0;0;0;12
s15870;Sein Vater war Hauptmann in der genuesischen Armee , trat dann aber in die kaiserlichen Truppen des Prinzen Eugen ein und fiel 1709 in Spanien vor Alicante . ;;Sein Vater war Hauptmann in der genuesischen Armee , sein_f Vater_f   trat dann aber in die kaiserlichen Truppen des Prinzen Eugen ein und sein_f Vater_f   fiel 1709 in Spanien vor Alicante . ;;;1;0;0;0;0;28
s41038;Sein Vorgänger habe keine Abfindung erhalten und beziehe auch bis zum Auslaufen seines Vertrages im Herbst kein Gehalt . ;;Sein Vorgänger habe keine Abfindung erhalten und sein_f Vorgänger_f  beziehe auch bis zum Auslaufen seines Vertrages im Herbst kein Gehalt . ;Sein Vorgänger habe keine Abfindung erhalten und beziehe auch bis zum Auslaufen seines Vertrages im Herbst kein Gehalt . ;;1;0;0;0;0;19
s24577;Seine `` Kernaussage '' sieht das neue Gutachten des Sachverständigenrates darin , daß es 1996 weiter aufwärts geht , `` wenngleich im ganzen nur schleppend statt zügig '' . ;;Seine `` Kernaussage '' sieht das neue Gutachten des Sachverständigenrates darin , daß es 1996 weiter aufwärts geht , `` daß_g es_g 1996_g wenngleich im ganzen nur schleppend statt zügig weiter_g aufwärts_g geht_g'' . ;;;0;1;0;0;0;29
s33858;Seine 22 Bücher schrieb er in weniger als zehn Jahren , ein disziplinierter `` Macher '' , der nicht nur als Präsident des nigerianischen Schriftstellerverbandes diesen erst richtig funktionsfähig werden ließ , sondern die eigenen Bücher im eigenen Verlag verlegte und auch die populären Fernsehserien , die `` die Straßen von Lagos leerfegten '' , selbst produzierte : Basi and Company . ;;Seine 22 Bücher schrieb er in weniger als zehn Jahren , ein disziplinierter `` Macher '' , der nicht nur als Präsident des nigerianischen Schriftstellerverbandes diesen erst richtig funktionsfähig werden ließ , sondern der_f die eigenen Bücher im eigenen Verlag verlegte und der_f auch die populären Fernsehserien , die `` die Straßen von Lagos leerfegten '' , selbst produzierte : Basi and Company . ;;;1;0;0;0;0;62
s38566;Seine an das Einheitsgeld geknüpfte Hoffnung : Dieses möge die `` Vergemeinschaftung des politikerstickenden teutonischen Währungsabsolutismus '' verhindern und damit auch in Deutschland beenden . ;;Seine an das Einheitsgeld geknüpfte Hoffnung : Dieses möge die `` Vergemeinschaftung des politikerstickenden teutonischen Währungsabsolutismus '' verhindern und dieses_fg möge_fg die_fg ``_fg Vergemeinschaftung_fg des_fg politikerstickenden_fg teutonischen_fg Währungsabsolutismus_fg ''_fg  damit auch in Deutschland beenden . ;;;0;0;1;0;0;25
s21008;Seine Bank wollte die Filiale in Hongkong schließen und hatte ihm `` empfohlen '' , Angeboten anderer Arbeitgeber näherzutreten . ;;Seine Bank wollte die Filiale in Hongkong schließen und seine_f Bank_f  hatte ihm `` empfohlen '' , Angeboten anderer Arbeitgeber näherzutreten . ;Seine Bank wollte die Filiale in Hongkong schließen und hatte ihm `` empfohlen '' , Angeboten anderer Arbeitgeber näherzutreten . ;;1;0;0;0;0;20
s27965;Seine Barthaare sollen Zahnschmerzen lindern , seine zermahlenen Gebeine sollen bei Rheuma helfen und sein getrockneter Penis die Manneskraft stärken : ;nicht maximum CCE reduziert : sollen;Seine Barthaare sollen Zahnschmerzen lindern , seine zermahlenen Gebeine sollen bei Rheuma helfen und sein getrockneter Penis soll_g die Manneskraft stärken : ;;;0;1;0;0;0;21
s5529;Seine Funktionärsvergangenheit stört sie nicht , weil sie sich entweder selbst mit dem alten Regime arrangiert hatten oder zu jung sind , sich an den spezifischen Charme der Volksrepublik zu erinnern . ;;Seine Funktionärsvergangenheit stört sie nicht , weil sie sich entweder selbst mit dem alten Regime arrangiert hatten oder weil_f sie_f  zu jung sind , sich an den spezifischen Charme der Volksrepublik zu erinnern . ;;;1;0;0;0;0;32
s6884;Seine Input-Ketten ( etwa Öl , Holzimporte , Mineralien ) wie seine Output-Ketten ( Giftmüll , CO 2 , FCKW ) hinterlassen überall auf der Welt ihre Schleifspuren und kolonisieren noch das Leben von morgen . ;;Seine Input-Ketten ( etwa Öl , Holzimporte , Mineralien ) wie seine Output-Ketten ( Giftmüll , CO 2 , FCKW ) hinterlassen überall auf der Welt ihre Schleifspuren und seine_f Input-Ketten_f (_f etwa_f Öl_f ,_f Holzimporte_f ,_f Mineralien_f )_f wie_f seine_f Output-Ketten_f (_f Giftmüll_f ,_f CO_f 2_f ,_f FCKW_f )_f kolonisieren noch das Leben von morgen . ;Seine Input-Ketten ( etwa Öl , Holzimporte , Mineralien ) wie seine Output-Ketten ( Giftmüll , CO 2 , FCKW ) hinterlassen überall auf der Welt ihre Schleifspuren und seine_f Input-Ketten_f wie_f seine_f Output-Ketten_f kolonisieren noch das Leben von morgen . ;;1;0;0;0;0;36
s5720;Seine Leibwächter warfen sich sofort auf ihn , zerrten ihn in den Wagen und rasten , noch ehe Ambulanzen eintrafen , zum nur 500 Meter entfernten Ichilov-Krankenhaus . '' ;;Seine Leibwächter warfen sich sofort auf ihn , seine_f Leibwächter_f   zerrten ihn in den Wagen und seine_f Leibwächter_f   rasten , noch ehe Ambulanzen eintrafen , zum nur 500 Meter entfernten Ichilov-Krankenhaus . '' ;;;1;0;0;0;0;29
s48068;Seine Mutter gehörte einer Familie der Elite an , hatte in Manila ein College besucht , sprach fließend spanisch und war sehr gebildet . ;;Seine Mutter gehörte einer Familie der Elite an , seine_f Mutter_f   hatte in Manila ein College besucht , seine_f Mutter_f   sprach fließend spanisch und seine_f Mutter_f   war sehr gebildet . ;Seine Mutter gehörte einer Familie der Elite an , hatte in Manila ein College besucht , sprach fließend spanisch und war sehr gebildet . ;;1;0;0;0;0;24
s32532;Seine Nachfahren und Anhänger in Vanafo greifen in Ermangelung eines Besseren jetzt auf die Werte ihrer Ahnen zurück und lehnen selbst eiserne Werkzeuge als Teil der kulturellen Entwicklung ab . ;;Seine Nachfahren und Anhänger in Vanafo greifen in Ermangelung eines Besseren jetzt auf die Werte ihrer Ahnen zurück und seine_f Nachfahren_f und_f Anhänger_f in_f Vanafo_f lehnen selbst eiserne Werkzeuge als Teil der kulturellen Entwicklung ab . ;;;1;0;0;0;0;30
s16215;Seine Partei wolle dem Präsidenten nur nicht erlauben , nach Belieben zu schalten und walten . ;;Seine Partei wolle dem Präsidenten nur nicht erlauben , nach Belieben zu schalten und nach_f Belieben_f zu_f walten . ;Seine Partei wolle dem Präsidenten nur nicht erlauben , nach Belieben zu schalten und walten . ;;1;0;0;0;0;16
s498;Seine Schilderungen , wie ihn Kollegen meiden und Nachbarn bespitzeln , erinnern an alte DDR-Zeiten . ;;Seine Schilderungen , wie ihn Kollegen meiden und wie_f ihn_f Nachbarn bespitzeln , erinnern an alte DDR-Zeiten . ;Seine Schilderungen , wie ihn Kollegen meiden und Nachbarn bespitzeln , erinnern an alte DDR-Zeiten . ;;1;0;0;0;0;16
s49408;Seit 1990 habe er unstreitig keinerlei Beitrag mehr geleistet , aber auch in den zehn Jahren zuvor habe er `` einen wirtschaftlichen Wert nicht mitgeschaffen '' und dennoch eine zehnprozentige Gewinnbeteiligung erhalten . ;;Seit 1990 habe er unstreitig keinerlei Beitrag mehr geleistet , aber auch in den zehn Jahren zuvor habe er `` einen wirtschaftlichen Wert nicht mitgeschaffen '' und dennoch habe_g er_g auch_g in_g den_g zehn_g Jahren_g zuvor_g eine zehnprozentige Gewinnbeteiligung erhalten . ;;;0;1;0;0;0;33
s2893;Seit April 1989 , als der Bundestag das umstrittene Gesetz beschloß , wurde kein Attentat verhindert und kein gesuchter Täter gefaßt . ;;Seit April 1989 , als der Bundestag das umstrittene Gesetz beschloß , wurde kein Attentat verhindert und seit_fg April_fg 1989_fg ,_fg als_fg der_fg Bundestag_fg das_fg umstrittene_fg Gesetz_fg beschloß_fg ,_fg wurde_fg kein gesuchter Täter gefaßt . ;Seit April 1989 , als der Bundestag das umstrittene Gesetz beschloß , wurde kein Attentat verhindert und kein gesuchter Täter gefaßt . ;;0;0;1;0;0;22
s34578;Seit Beginn der jüngsten Offensive gegen die Separatistenorganisation Befreiungstiger von Tamil Eelam ( LTTE ) am 17. Oktober sind nach Angaben der Armee bereits weit über 1000 Rebellen und Hunderte von Regierungssoldaten ums Leben gekommen sowie Tausende von Menschen verletzt worden . ;;Seit Beginn der jüngsten Offensive gegen die Separatistenorganisation Befreiungstiger von Tamil Eelam ( LTTE ) am 17. Oktober sind nach Angaben der Armee bereits weit über 1000 Rebellen und Hunderte von Regierungssoldaten ums Leben gekommen sowie Tausende von Menschen sind_g nach_g Angaben_g der_g Armee_g seit_g Beginn_g der_g jüngsten_g Offensive_g gegen_g die_g Separatistenorganisation_g Befreiungstiger_g von_g Tamil_g Eelam_g (_g LTTE_g )_g am_g 17._g Oktober_g verletzt worden . ;;;0;1;0;0;0;42
s39166;Seit der Bankenkrise anfangs der neunziger Jahre , bei der die Regierung in Oslo bedrängten Finanzhäusern helfen mußte , hält diese 51 Prozent an Kreditkassen und hätte damit ein Viertel der Christiania-Aktien kontrolliert . ;;Seit der Bankenkrise anfangs der neunziger Jahre , bei der die Regierung in Oslo bedrängten Finanzhäusern helfen mußte , hält diese 51 Prozent an Kreditkassen und diese_s hätte damit ein Viertel der Christiania-Aktien kontrolliert . ;;;0;0;0;0;1;34
s2307;Seit er sein Studium in Harvard `` schmiß '' und die Computer-Softwarefirma Microsoft gründete , hat er sein Vermögen auf geschätzte 6,4 Milliarden Dollar ausgebaut . ;;Seit er sein Studium in Harvard `` schmiß '' und seit_f er_f die Computer-Softwarefirma Microsoft gründete , hat er sein Vermögen auf geschätzte 6,4 Milliarden Dollar ausgebaut . ;;;1;0;0;0;0;26
s35547;Seit Jahren ringen die alten und meist kranken rund 300 überlebenden Opfer der NS-Militärjustiz , unterstützt von Bündnisgrünen , SPD sowie PDS und blockiert von der Union , darum , daß der Bundestag die Urteile brandmarkt , sprich , den als `` Drückeberger '' Geächteten die verlorene Ehre wiedergibt . ;;Seit Jahren ringen die alten und meist kranken rund 300 überlebenden Opfer der NS-Militärjustiz , unterstützt von Bündnisgrünen , SPD sowie PDS und blockiert von der Union , darum , daß der Bundestag die Urteile brandmarkt , sprich , daß_f der_f Bundestag_f den als `` Drückeberger '' Geächteten die verlorene Ehre wiedergibt . ;;;1;0;0;0;0;50
s10187;Seit vielen Jahrzehnten bezeichnen radikale Lebensschützer jedwede Abtreibung als Mord und zeihen Hunderttausende Frauen , die das Recht durchaus auf ihrer Seite haben , des Kindsmords . ;;Seit vielen Jahrzehnten bezeichnen radikale Lebensschützer jedwede Abtreibung als Mord und radikale_s Lebensschützer_s zeihen Hunderttausende Frauen , die das Recht durchaus auf ihrer Seite haben , des Kindsmords . ;;;0;0;0;0;1;27
s475;Seitdem erinnert auch Castellanos Foto am Uni-Eingang tagtäglich den Portier daran , daß sein Ex-Kollege eine `` persona non grata '' und ihm deshalb Zutritt zur Bibliothek und zu seinem Computer zu verweigern sei . ;;Seitdem erinnert auch Castellanos Foto am Uni-Eingang tagtäglich den Portier daran , daß sein Ex-Kollege eine `` persona non grata '' sei_b und daß_f ihm deshalb Zutritt zur Bibliothek und zu seinem Computer zu verweigern sei . ;Seitdem erinnert auch Castellanos Foto am Uni-Eingang tagtäglich den Portier daran , daß sein Ex-Kollege eine `` persona non grata '' sei_b und daß_f ihm deshalb Zutritt zur Bibliothek zu_b verweigern_b sei_b und daß_f ihm_f deshalb_f zu seinem Computer zu verweigern sei . ;;1;0;0;1;0;35
s225;Selbst der Hauptverband des Deutschen Einzelhandels ( HDE ) gibt `` Einzelfälle '' zu , in denen Beschäftigte `` ausrasten und ihre Kompetenzen überschreiten '' . ;;Selbst der Hauptverband des Deutschen Einzelhandels ( HDE ) gibt `` Einzelfälle '' zu , in denen Beschäftigte `` ausrasten und in_f denen_f Beschäftigte_f  ihre Kompetenzen überschreiten '' . ;;;1;0;0;0;0;26
s2891;Selbst der schlagfertige und eidesfeste Friedrich Zimmermann kann nicht gewußt haben , daß bald nach dem Bonner Beschluß die staatliche Existenz des zweiten deutschen Staates beendet sein und die einstigen RAF-Mitglieder den Ermittlern wie reife Früchte in den Schoß fallen würden , mit deren Hilfe weit zurückliegende Straftaten aufgeklärt und angeklagt werden konnten . ;;Selbst der schlagfertige und eidesfeste Friedrich Zimmermann kann nicht gewußt haben , daß bald nach dem Bonner Beschluß die staatliche Existenz des zweiten deutschen Staates beendet sein würden_b und daß_f bald_f nach_f dem_f Bonner_f Beschluß_f die einstigen RAF-Mitglieder den Ermittlern wie reife Früchte in den Schoß fallen würden , mit deren Hilfe weit zurückliegende Straftaten aufgeklärt werden_b konnten_b und mit_f deren_f Hilfe_f weit_f zurückliegende_f Straftaten_f angeklagt werden konnten . ;;;1;0;0;1;0;54
s33195;"Selbst die sonst erbarmungslose britische Presse läßt solche Sätze kritiklos durchgehen und steuert Fan-Infos aus allen Lebenslagen der drei Stars bei ; ";;"Selbst die sonst erbarmungslose britische Presse läßt solche Sätze kritiklos durchgehen und selbst_f die_f sonst_f erbarmungslose_f britische_f Presse_f steuert Fan-Infos aus allen Lebenslagen der drei Stars bei ; ";;;1;0;0;0;0;22
s33113;Selbst die sonst so erbarmungslose britische Presse läßt McCartney solche Sätze im Moment kritiklos durchgehen und nimmt mit Erleichterung zur Kenntnis , daß neben Paul auch George und Ringo mittlerweile überzeugte Vegetarier sind . ;;Selbst die sonst so erbarmungslose britische Presse läßt McCartney solche Sätze im Moment kritiklos durchgehen und selbst_f die_f sonst_f so_f erbarmungslose_f britische_f Presse_f  nimmt mit Erleichterung zur Kenntnis , daß neben Paul auch George und Ringo mittlerweile überzeugte Vegetarier sind . ;;;1;0;0;0;0;34
s10279;Selbst Flüchtlinge mit ausreichenden Asylgründen kämen nur schwer oder überhaupt nicht mehr in ein sicheres Aufnahmeland . ;;Selbst Flüchtlinge mit ausreichenden Asylgründen kämen nur schwer in_b  ein_b  sicheres_b  Aufnahmeland_b   oder selbst_fg Flüchtlinge_fg mit_fg ausreichenden_fg Asylgründen_fg kämen_fg überhaupt nicht mehr in ein sicheres Aufnahmeland . ;Selbst Flüchtlinge mit ausreichenden Asylgründen kämen nur schwer oder überhaupt nicht mehr in ein sicheres Aufnahmeland . ;;0;0;1;1;0;17
s34875;Selbst in Momenten , in denen ihr die Tränen in den Augen standen , ging sie brav an den Fernschreiber und versuchte , das eben Gehörte in Worte zu fassen . ;;Selbst in Momenten , in denen ihr die Tränen in den Augen standen , ging sie brav an den Fernschreiber und sie_s versuchte , das eben Gehörte in Worte zu fassen . ;;;0;0;0;0;1;31
s46354;Selten lacht oder lächelt jemand , kaum einer spricht . ;;Selten lacht jemand_b oder selten_f lächelt jemand , kaum einer spricht . ;Selten lacht oder lächelt jemand , kaum einer spricht . ;;1;0;0;1;0;10
s30587;Senatspräsident Heinrich Laufhütte erinnerte in seiner mündlichen Begründung daran , daß schwerbelastete Richter der NS-Justiz in der Bundesrepublik nicht nur nicht zur Verantwortung gezogen wurden , sondern sogar noch `` Karriere in der Justiz '' machten - zur gleichen Zeit , als Rheinwarth am obersten DDR-Gericht tätig war . ;;Senatspräsident Heinrich Laufhütte erinnerte in seiner mündlichen Begründung daran , daß schwerbelastete Richter der NS-Justiz in der Bundesrepublik nicht nur nicht zur Verantwortung gezogen wurden , sondern daß_f schwerbelastete_f Richter_f der_f NS-Justiz_f in_f der_f Bundesrepublik_f sogar noch `` Karriere in der Justiz '' machten - zur gleichen Zeit , als Rheinwarth am obersten DDR-Gericht tätig war . ;;;1;0;0;0;0;49
s31733;Senioren aus dem Bayerischen sind es an diesem regnerisch trüben Vormittag , die dem Auto entsteigen und schnurstracks die Hauptstraße queren : 30 Minuten Aufenthalt in der schönsten Dorfkirche der Welt . ;;Senioren aus dem Bayerischen sind es an diesem regnerisch trüben Vormittag , die dem Auto entsteigen und die_f schnurstracks die Hauptstraße queren : 30 Minuten Aufenthalt in der schönsten Dorfkirche der Welt . ;;;1;0;0;0;0;32
s34557;Shell hat laut Observer die Treffen bestätigt , zum Inhalt der Gespräche aber nicht Stellung genommen . ;;Shell hat laut Observer die Treffen bestätigt , Shell_fg hat_fg laut_fg Observer_fg zum Inhalt der Gespräche aber nicht Stellung genommen . ;Shell hat laut Observer die Treffen bestätigt , zum Inhalt der Gespräche aber nicht Stellung genommen . ;;0;0;1;0;0;17
s36426;Shell hat laut Observer die Treffen bestätigt , zum Inhalt der Gespräche aber nicht Stellung genommen . ;;Shell hat laut Observer die Treffen bestätigt , Shell_fg hat_fg laut_fg Observer_fg zum Inhalt der Gespräche aber nicht Stellung genommen . ;Shell hat laut Observer die Treffen bestätigt , zum Inhalt der Gespräche aber nicht Stellung genommen . ;;0;0;1;0;0;17
s15405;Shell mag ein Multi sein , der Protest international , doch nährt sich das individuelle Engagement der Bürger Europas weiter aus nationalen Motiven . ;;Shell mag ein Multi sein , der Protest mag_g  international sein_g , doch nährt sich das individuelle Engagement der Bürger Europas weiter aus nationalen Motiven . ;;;0;1;0;0;0;24
s11371;Sie als auch wir wußten oder ahnten zumindest , daß , sollte der Eiserne Vorhang einmal fallen , gleichzeitig auch die Berliner Mauer fallen müsse , und umgekehrt : ;"we do not restate ""umgekehrt""";Sie als auch wir wußten zumindest_b oder Sie_f als_f wir_f ahnten zumindest , daß , sollte der Eiserne Vorhang einmal fallen , gleichzeitig auch die Berliner Mauer fallen müsse , und umgekehrt : ;;;1;0;0;1;0;29
s16791;Sie begann fast unter Ausschluß der Öffentlichkeit 1987 / 88 und wurde lange als Gejammere abgetan . ;;Sie begann fast unter Ausschluß der Öffentlichkeit 1987 / 88 und sie_f wurde lange als Gejammere abgetan . ;Sie begann fast unter Ausschluß der Öffentlichkeit 1987 / 88 und wurde lange als Gejammere abgetan . ;;1;0;0;0;0;17
s18955;Sie behalte ihre Ämter in Parteivorstand und Parlament und `` brenne '' darauf , die künftige Politik der Sozialdemokratie mitzuprägen . ;;Sie behalte ihre Ämter in Parteivorstand und Parlament und sie_f `` brenne '' darauf , die künftige Politik der Sozialdemokratie mitzuprägen . ;Sie behalte ihre Ämter in Parteivorstand und Parlament und `` brenne '' darauf , die künftige Politik der Sozialdemokratie mitzuprägen . ;;1;0;0;0;0;21
s34833;sie bestehen insbesondere darin , daß nur von einer Währungsunion der notwendige Druck auf eine gemeinsame Finanz- und Wirtschaftspolitik ausgeht , daß eine größere Preis- und Markttransparenz und ein stärkerer Wettbewerb erreicht wird , der u. a. auch den Verbrauchern zugute kommt , und natürlich auch die politische Stabilität und der Friede in Europa gesichert wird . ;bcr/gapping not maximum??;sie bestehen insbesondere darin , daß nur von einer Währungsunion der notwendige Druck auf eine gemeinsame Finanz- und Wirtschaftspolitik ausgeht , daß eine größere Preis- und Markttransparenz und ein stärkerer Wettbewerb erreicht wird , der u. a. auch den Verbrauchern zugute kommt , und daß_f natürlich auch die politische Stabilität und der Friede in Europa gesichert wird . ;;;1;0;0;0;0;57
s25356;Sie beteiligen sich an einem Projekt des Wiesbadener Jugendamts unter dem Motto `` Mal seh'n , was geht '' und sammeln dafür Ideen . ;;Sie beteiligen sich an einem Projekt des Wiesbadener Jugendamts unter dem Motto `` Mal seh'n , was geht '' und sie_f sammeln dafür Ideen . ;Sie beteiligen sich an einem Projekt des Wiesbadener Jugendamts unter dem Motto `` Mal seh'n , was geht '' und sammeln dafür Ideen . ;;1;0;0;0;0;24
s25519;Sie beträgt höchstens 100 Millionen Mark und bei Einzelaufträgen zehn Millionen . ;;Sie beträgt höchstens 100 Millionen Mark und sie_fg beträgt_fg bei Einzelaufträgen zehn Millionen . ;;;0;0;1;0;0;12
s9437;Sie bilanziert die überwundenen Hindernisse , verweist auf die bevorstehende Beirats- und Kuratoriumsgründung und auf das Programm : ;;Sie bilanziert die überwundenen Hindernisse , sie_f verweist auf die bevorstehende Beirats- und Kuratoriumsgründung und sie_fg verweist_fg auf das Programm : ;Sie bilanziert die überwundenen Hindernisse , verweist auf die bevorstehende Beirats- und Kuratoriumsgründung und auf das Programm : ;;1;0;1;0;0;18
s36110;Sie bringen Wehmut ins Spiel , karikieren aber auch Ballettklassik wie urkomische Schwäne . ;;Sie bringen Wehmut ins Spiel , sie_f karikieren aber auch Ballettklassik wie urkomische Schwäne . ;Sie bringen Wehmut ins Spiel , karikieren aber auch Ballettklassik wie urkomische Schwäne . ;;1;0;0;0;0;14
s45851;Sie drehen sich , manche wankend , andere kräftig ihre Kavadis schwenkend , dreimal im Kreis , verlassen den heiligen Raum durch einen anderen Ausgang . ;;Sie drehen sich , manche wankend , andere kräftig ihre Kavadis schwenkend , dreimal im Kreis , sie_f verlassen den heiligen Raum durch einen anderen Ausgang . ;Sie drehen sich dreimal_b im_b Kreis_b , manche drehen_g sich_g wankend  dreimal_g im_g Kreis_g , andere drehen_g sich_g kräftig ihre Kavadis schwenkend , dreimal im Kreis , sie_f verlassen den heiligen Raum durch einen anderen Ausgang . ;;1;0;0;0;0;26
s36098;Sie drehen sich , wuseln umeinander , springen vogelgleich mit weit ausladenden Flügelarmen in die Luft , hinreißende Choreographie , modern und mit klassischen Elementen durchsetzt . ;;Sie drehen sich , sie_f wuseln umeinander , sie_f springen vogelgleich mit weit ausladenden Flügelarmen in die Luft , hinreißende Choreographie , modern und mit klassischen Elementen durchsetzt . ;;;1;0;0;0;0;27
s37634;Sie entsteht durch Computersimulationen und weckt die Illusion , an einem anderen , der Wirklichkeit nachempfundenen Ort zu sein . ;;Sie entsteht durch Computersimulationen und sie_f weckt die Illusion , an einem anderen , der Wirklichkeit nachempfundenen Ort zu sein . ;Sie entsteht durch Computersimulationen und weckt die Illusion , an einem anderen , der Wirklichkeit nachempfundenen Ort zu sein . ;;1;0;0;0;0;20
s3434;Sie erhalten wieder gut 460 Millionen Mark als Dividenden und damit nur rund 100 Millionen Mark weniger , als sie bisher insgesamt als Grundkapital tatsächlich eingezahlt haben . ;;Sie erhalten wieder gut 460 Millionen Mark als Dividenden und sie_fg erhalten_fg damit nur rund 100 Millionen Mark weniger , als sie bisher insgesamt als Grundkapital tatsächlich eingezahlt haben . ;;;0;0;1;0;0;28
s14915;Sie erhebt die konservative Gegenrevolution zum Programm , schließt weitreichende Reformen aus , widerspricht volkswirtschaftlicher Vernunft , verhindert den gesellschaftlichen Interessenausgleich und setzt letztlich die Zukunftsfähigkeit unserer Gesellschaft aufs Spiel . ;;Sie erhebt die konservative Gegenrevolution zum Programm , sie_f schließt weitreichende Reformen aus , sie_f widerspricht volkswirtschaftlicher Vernunft , sie_f verhindert den gesellschaftlichen Interessenausgleich und sie_f setzt letztlich die Zukunftsfähigkeit unserer Gesellschaft aufs Spiel . ;;;1;0;0;0;0;31
s18081;Sie erhebt die konservative Gegenrevolution zum Programm , schließt weitreichende Reformen aus , widerspricht volkswirtschaftlicher Vernunft , verhindert den gesellschaftlichen Interessenausgleich und setzt letztlich die Zukunftsfähigkeit unserer Gesellschaft aufs Spiel . ;;Sie erhebt die konservative Gegenrevolution zum Programm , sie_f schließt weitreichende Reformen aus ,  sie_f widerspricht volkswirtschaftlicher Vernunft ,  sie_f verhindert den gesellschaftlichen Interessenausgleich und  sie_f setzt letztlich die Zukunftsfähigkeit unserer Gesellschaft aufs Spiel . ;;;1;0;0;0;0;31
s20054;Sie erwies sich als eine klangsensibel zu Werke gehende Musikerin , die einen bewegten , in Körnigkeit und Farbe changierenden Klangstrom diverser Dichte schuf und den oft solistisch geforderten Musikern ein girlandenhaftes Umspielen der Satz-Lineatur ermöglichte . ;;Sie erwies sich als eine klangsensibel zu Werke gehende Musikerin , die einen bewegten , in Körnigkeit und Farbe changierenden Klangstrom diverser Dichte schuf und die_f den oft solistisch geforderten Musikern ein girlandenhaftes Umspielen der Satz-Lineatur ermöglichte . ;;;1;0;0;0;0;37
s26484;Sie erzählen von der Folter in den Gefängnissen der Franzosen und der Amerikaner , aber sie sprechen darüber mit einer solchen Menschlichkeit , mit einer solchen inneren Ruhe , daß man eine Gänsehaut bekommt . ;;Sie erzählen von der Folter in den Gefängnissen der Franzosen und der Amerikaner , aber sie sprechen darüber mit einer solchen Menschlichkeit ,_b daß_b  man_b  eine_b  Gänsehaut_b  bekommt_b  , aber_fg sie_fg sprechen_fg darüber_fg mit einer solchen inneren Ruhe , daß man eine Gänsehaut bekommt . ;Sie erzählen von der Folter in den Gefängnissen der Franzosen und der Amerikaner , aber sie sprechen darüber mit einer solchen Menschlichkeit , mit einer solchen inneren Ruhe , daß man eine Gänsehaut bekommt . ;;0;0;1;1;0;35
s22503;Sie erzwingen - unverschämterweise auch noch oft durch Streik - unangemessene Tarifabschlüsse und vereiteln dadurch den Abbau der Arbeitslosigkeit . ;;Sie erzwingen - unverschämterweise auch noch oft durch Streik - unangemessene Tarifabschlüsse und sie_f vereiteln dadurch den Abbau der Arbeitslosigkeit . ;Sie erzwingen - unverschämterweise auch noch oft durch Streik - unangemessene Tarifabschlüsse und vereiteln dadurch den Abbau der Arbeitslosigkeit . ;;1;0;0;0;0;20
s45768;Sie fahren montags bis mittwochs zum Preis von 25 Pfund - umgerechnet knapp 65 Mark - und donnerstags bis samstags für 30 Pfund vier Discos an , wobei der Eintritt im Fahrpreis bereits inbegriffen ist . ;;Sie fahren montags bis mittwochs zum Preis von 25 Pfund - umgerechnet knapp 65 Mark - vier_b Discos_b an_b und sie_fg fahren_fg donnerstags bis samstags für 30 Pfund vier Discos an , wobei der Eintritt im Fahrpreis bereits inbegriffen ist . ;Sie fahren montags bis mittwochs zum Preis von 25 Pfund - umgerechnet knapp 65 Mark - vier_b Discos_b an_b ,_b  wobei_b  der_b  Eintritt_b  im_b  Fahrpreis_b  bereits_b  inbegriffen_b  ist_b  und sie_fg fahren_fg donnerstags bis samstags für 30 Pfund vier Discos an , wobei der Eintritt im Fahrpreis bereits inbegriffen ist . ;;0;0;1;1;0;36
